arrival_mode,baseline_mean,baseline_policy,candidate_mean,ci95_high,ci95_low,concurrency,cost_id,experiment_id,group_id,mean,mean_delta,median,metric,n,offered_load_rps,paired_dz,policy_id,regime,relative_change_pct,relative_ci95_high,relative_ci95_low,resamples,resampling_unit,std
poisson,128.63226158158167,mono,928.5238804214152,1287.7671984196927,492.59218134970405,,piecewise,E1,E1-33a71da3b08d,799.8916188398335,799.8916188398335,628.4261869193278,max_wait_ms,5,16,1.4856788926877929,chunk_128,mixed,621.8437031308223,1009.7642762904272,401.4705754951625,2000,workload_seed,538.401415525748
poisson,0.0,mono,14.8,44.4,0.0,,piecewise,E1,E1-33a71da3b08d,14.8,14.8,0.0,starvation_proxy_count,5,16,0.4472135954999579,chunk_128,mixed,,,,2000,workload_seed,33.09380606699689
poisson,0.9995257361875785,mono,0.97066585650311,-0.012351511591549725,-0.05833121676659401,,piecewise,E1,E1-33a71da3b08d,-0.02885987968446837,-0.02885987968446837,-0.014479720562534548,waiting_satisfaction_jain,5,16,-0.8927898097711876,chunk_128,mixed,-2.887357337545571,-1.2356966438412331,-5.835677198094258,2000,workload_seed,0.032325503011582137
poisson,65.2087045226066,mono,670.99684705054,1049.3026047302124,330.11889945166257,,piecewise,E1,E1-33a71da3b08d,605.7881425279335,605.7881425279335,374.16357338167745,short_prompt_ttft_p95_ms,5,16,1.251499723433291,chunk_128,mixed,928.9988920388971,1600.0702480819473,506.40946475801394,2000,workload_seed,484.04976140629884
poisson,128.82427177798303,mono,824.1489692385721,1167.2804996095056,398.77981549655095,,piecewise,E1,E1-33a71da3b08d,695.3246974605892,695.3246974605892,490.307123472066,long_prompt_ttft_p95_ms,5,16,1.3228716591429395,chunk_128,mixed,539.746654775521,910.9529929228119,331.04286340724167,2000,workload_seed,525.6176535757636
poisson,31.8340661,mono,3.1460749499999885,-1.0857179299999984,-62.577362730000026,,piecewise,E1,E1-33a71da3b08d,-28.68799115000001,-28.68799115000001,-1.8262119999999982,primer_max_itl_ms,5,16,-0.730868366308306,chunk_128,mixed,-90.117269530957,-30.26632906649254,-94.56217435620569,2000,workload_seed,39.251926164086306
poisson,2.6,mono,7.2,10.2,0.6,,piecewise,E1,E1-33a71da3b08d,4.6,4.6,1.0,backlog_at_arrival_end,5,16,0.7337727113061008,chunk_128,mixed,176.9230769230769,511.1111111111111,42.85714285714286,2000,workload_seed,6.268971207462991
poisson,0.9097515642432649,mono,0.9766558564844916,0.08145220503056574,0.05047137520733762,,piecewise,E1,E1-33a71da3b08d,0.0669042922412267,0.0669042922412267,0.07010368006657453,server_busy_fraction,5,16,3.3241841628175637,chunk_128,mixed,7.35412774990698,9.202915776863524,5.393743942392604,2000,workload_seed,0.02012652998879548
poisson,0.11483420534105941,mono,0.17700617215861103,0.08092555501788004,0.04417328066578392,,piecewise,E1,E1-33a71da3b08d,0.06217196681755162,0.06217196681755162,0.06343557414909255,batch_slot_occupancy,5,16,2.574215856684009,chunk_128,mixed,54.140633997422526,64.86697551180869,43.465200789253956,2000,workload_seed,0.02415180788204715
poisson,13.154016130318336,mono,38.65218197548437,38.59585442866683,16.16539194135091,,piecewise,E1,E1-33a71da3b08d,25.498165845166028,25.498165845166028,22.052209506939562,ttft_p50_ms,5,16,1.7840589829816837,chunk_512,mixed,193.8432003773813,286.4039811141289,135.04288363607668,2000,workload_seed,14.29222132698278
poisson,92.35158865211201,mono,251.79606405708438,230.58749293068854,105.03724791927523,,piecewise,E1,E1-33a71da3b08d,159.44447540497237,159.44447540497237,150.05494361751084,ttft_p95_ms,5,16,1.9596397192936916,chunk_512,mixed,172.64941267615757,241.9609018030048,116.10894750553746,2000,workload_seed,81.36417823906966
poisson,136.7328619376977,mono,348.14731418356325,269.78758711350554,162.032559331185,,piecewise,E1,E1-33a71da3b08d,211.41445224586556,211.41445224586556,192.6475950430217,ttft_p99_ms,5,16,2.997698345499375,chunk_512,mixed,154.61861124664858,203.55031441222752,126.47083689501106,2000,workload_seed,70.52559259782586
poisson,3.590805611196398,mono,5.90248790727391,3.494947394305787,1.613419897540504,,piecewise,E1,E1-33a71da3b08d,2.311682296077512,2.311682296077512,1.7251060877255204,tpot_p95_ms,5,16,1.7363353305803686,chunk_512,mixed,64.37781785985617,86.05954741592889,49.03556013804706,2000,workload_seed,1.3313570572251354
poisson,8.334865911912598,mono,8.804175012572244,2.855261676859747,-3.22380217927723,,piecewise,E1,E1-33a71da3b08d,0.46930910065964593,0.46930910065964593,1.7625508208986078,tpot_p99_ms,5,16,0.11340374210792452,chunk_512,mixed,5.630673673932618,50.30268561915086,-26.65053509632147,2000,workload_seed,4.138391660947238
poisson,626.2676285377613,mono,1028.8012412176483,693.3289337643728,229.45632172207766,,piecewise,E1,E1-33a71da3b08d,402.53361267988697,402.53361267988697,285.8197056559454,e2e_p95_ms,5,16,1.2559810267974703,chunk_512,mixed,64.27501507937447,99.6031929919569,38.78627504721097,2000,workload_seed,320.4933865173717
poisson,1.3670609999999215,mono,9.792900839999856,8.664554589999625,8.255594169999677,,piecewise,E1,E1-33a71da3b08d,8.425839839999934,8.425839839999934,8.374537799999871,itl_p95_ms,5,16,31.449054060456394,chunk_512,mixed,616.3470276747285,662.179752351433,581.2757970297807,2000,workload_seed,0.26792029495712144
poisson,13.741670277500072,mono,10.033088950000273,-0.21762083999947207,-9.043359867500095,,piecewise,E1,E1-33a71da3b08d,-3.7085813274997967,-3.7085813274997967,-1.9793931499998507,itl_p99_ms,5,16,-0.6195893934980029,chunk_512,mixed,-26.98784974903703,-2.15406569887564,-46.6377143885805,2000,workload_seed,5.985546825716845
poisson,16.740390610678617,mono,16.694840844607842,-0.0002723961774460548,-0.1034047492657983,,piecewise,E1,E1-33a71da3b08d,-0.04554976607077386,-0.04554976607077386,-0.001361980887230274,request_throughput_rps,5,16,-0.6922671476183105,chunk_512,mixed,-0.2720950014255874,-0.001711593526273486,-0.6001266123493387,2000,workload_seed,0.06579795997467765
poisson,2076.4435418947305,mono,2070.4470353822267,-0.031194682555405962,-13.980078381078874,,piecewise,E1,E1-33a71da3b08d,-5.99650651250372,-5.99650651250372,-0.1559734127770298,output_token_throughput_tps,5,16,-0.6730121907718983,chunk_512,mixed,-0.28878736125096394,-0.0015955269303358243,-0.6129080562257694,2000,workload_seed,8.909952293176357
poisson,16.788215692507457,mono,16.75999862991269,0.0,-0.056675263741526295,,piecewise,E1,E1-33a71da3b08d,-0.028217062594768548,-0.028217062594768548,0.0,observed_request_throughput_rps,5,16,-0.7302523018955808,chunk_512,mixed,-0.1680766027288949,0.0,-0.3274142488901788,2000,workload_seed,0.03864015563048964
poisson,3.3480350516848327,mono,1.418128692406998,-1.797354329411046,-2.0662530653820417,,piecewise,E1,E1-33a71da3b08d,-1.9299063592778345,-1.9299063592778345,-1.93848188620394,iteration_cv,5,16,-11.285921061633227,chunk_512,mixed,-57.642955628754464,-55.98037730128418,-59.199982369584816,2000,workload_seed,0.17100122787838734
poisson,128.63226158158167,mono,353.15905382052745,280.87631562893546,167.9593785809173,,piecewise,E1,E1-33a71da3b08d,224.52679223894575,224.52679223894575,198.53641076527765,max_wait_ms,5,16,3.0756771481918634,chunk_512,mixed,174.5493622504223,208.667928595218,145.11879107588476,2000,workload_seed,73.00076744756552
poisson,0.0,mono,0.0,0.0,0.0,,piecewise,E1,E1-33a71da3b08d,0.0,0.0,0.0,starvation_proxy_count,5,16,,chunk_512,mixed,,,,2000,workload_seed,0.0
